company,industry,title,description,Tag,date,url,icon
Asos,E-commerce and retail,Personalize recommendations in fashion e-commerce,Getting personal at ASOS,recommender system,2022,https://medium.com/asos-techblog/getting-personal-at-asos-bc1599e0c2a9,fa-shopping-cart
Pinterest,Social platforms,Recommend bids for advertizers,Advertiser Recommendation Systems at Pinterest,"recommender system,ad ranking / targeting",2021,https://medium.com/pinterest-engineering/advertiser-recommendation-systems-at-pinterest-ccb255fbde20,fa-users
Grubhub,Delivery and mobility,Forecast volume order,“I See Tacos In Your Future”: Order Volume Forecasting at Grubhub,demand forecasting,2021,https://bytes.grubhub.com/i-see-tacos-in-your-future-order-volume-forecasting-at-grubhub-44d47ad08d5b,fa-truck
Slack,Tech,Detect spam invites,Blocking Slack Invite Spam With Machine Learning,spam / content moderation,2021,https://slack.engineering/blocking-slack-invite-spam-with-machine-learning/,fa-microchip
Faire,E-commerce and retail,Search and navigate marketplace items,Building Faire’s new marketplace ranking infrastructure,search,2021,https://craft.faire.com/building-faires-new-marketplace-ranking-infrastructure-a53bf938aba0,fa-shopping-cart
Doordash,E-commerce and retail,Predict delivery supply and demand,Managing Supply and Demand Balance Through Machine Learning,demand forecasting,2021,https://doordash.engineering/2021/06/29/managing-supply-and-demand-balance-through-machine-learning/,fa-shopping-cart
OLX,E-commerce and retail,Recommend e-commerce items,Item2Vec: Neural Item Embeddings to enhance recommendations,recommender system,2021,https://tech.olx.com/item2vec-neural-item-embeddings-to-enhance-recommendations-1fd948a6f293,fa-shopping-cart
Dropbox,Tech,Search by image content ,How image search works at Dropbox,"search,CV",2021,https://dropbox.tech/machine-learning/how-image-search-works-at-dropbox,fa-microchip
Scribd,Media and streaming,Extract metadata from documents,Information Extraction at Scribd,NLP,2021,https://tech.scribd.com/blog/2021/information-extraction-at-scribd.html,fa-music
Microsoft,Tech,Rank customer support cases,ML and customer support (Part 1): Using Machine Learning to enable world-class customer support,"customer support,ops",2021,https://medium.com/data-science-at-microsoft/ml-and-customer-support-part-1-using-machine-learning-to-enable-world-class-customer-support-c90b3b02f6a3,fa-microchip
Stitch Fix,E-commerce and retail,Recommend e-commerce inventory,"Algorithm-Assisted Inventory Curation
",recommender system,2021,https://multithreaded.stitchfix.com/blog/2021/05/12/algorithm-assisted-inventory-curation/,fa-shopping-cart
Twitter,Social platforms,Forecast resource usage and cost,Forecasting SQL query resource usage with machine learning,ops,2021,https://blog.twitter.com/engineering/en_us/topics/insights/2021/forecasting-sql-query-resource-usage-with-machine-learning,fa-users
Google,Tech,Suggest past photos to look at,A snapshot of AI-powered reminiscing in Google Photos,"CV,product feature",2021,https://medium.com/people-ai-research/a-snapshot-of-ai-powered-reminiscing-in-google-photos-5a05d2f2aa46,fa-microchip
Uber,Delivery and mobility,Identify cash intermediaries ,Applying Machine Learning in Internal Audit with Sparsely Labeled Data,ops,2021,https://www.uber.com/en-GB/blog/ml-internal-audit/,fa-truck
Microsoft,Tech,Cluster customer support issues by similarity,ML and customer support (Part 2): Leveraging topic modeling to identify the top investment areas in support cases,"NLP,customer support,ops",2021,https://medium.com/data-science-at-microsoft/ml-and-customer-support-part-2-leveraging-topic-modeling-to-identify-the-top-investment-areas-in-f0348382c251,fa-microchip
Gousto,Delivery and mobility,Recommend food items and recipes,Gousto R-series vol 1: Three tales of the Rouxcommender family,recommender system,2021,https://medium.com/gousto-engineering-techbrunch/gousto-r-series-vol-1-three-tales-of-the-rouxcommender-family-a3555a93edea,fa-truck
Apple,Tech,Recognize people in photos,Recognizing People in Photos Through Private On-Device Machine Learning,"CV,product feature",2021,https://machinelearning.apple.com/research/recognizing-people-photos,fa-microchip
Pinterest,Social platforms,Find lookalike users for ad targeting,The machine learning behind delivering relevant ads,ad ranking / targeting,2021,https://medium.com/pinterest-engineering/the-machine-learning-behind-delivering-relevant-ads-8987fc5ba1c0,fa-users
Pinterest,Social platforms,Detect spam users,Fighting Spam using Clustering and Automated Rule Creation,spam / content moderation,2021,https://medium.com/pinterest-engineering/fighting-spam-using-clustering-and-automated-rule-creation-1c01d8c11a05,fa-users
PayPal,Fintech and banking,Detect payment fraud ,Deploying Large-scale Fraud Detection Machine Learning Models at PayPal,fraud detection,2021,https://medium.com/paypal-tech/machine-learning-model-ci-cd-and-shadow-platform-8c4f44998c78,fa-credit-card
Datto,Tech,Predict hard drive failures,Predicting Hard Drive Failure with Machine Learning,"ops,product feature",2021,https://datto.engineering/post/predicting-hard-drive-failure-with-machine-learning,fa-microchip
Bumble,Social platforms,Detect rude messages,Multilingual message content moderation at scale (part 2),"spam / content moderation,NLP",2021,https://medium.com/bumble-tech/multilingual-message-content-moderation-at-scale-7ea562e29e25,fa-users
Nextdoor,Social platforms,Send relevant and timely updates,Nextdoor Notifications: How we use ML to keep neighbors informed,content personalization,2021,https://engblog.nextdoor.com/nextdoor-notifications-how-we-use-ml-to-keep-neighbors-informed-57d8f707aab0?gi=85c7ad8c8658,fa-users
Dropbox,Tech,Identify best time for renewal charge,Optimizing payments with machine learning,ops,2021,https://dropbox.tech/machine-learning/optimizing-payments-with-machine-learning,fa-microchip
Swiggy,Delivery and mobility,Rank restaurants in search,Learning To Rank Restaurants,search,2021,https://bytes.swiggy.com/learning-to-rank-restaurants-c6a69ba4b330,fa-truck
Brex,Fintech and banking,Classify bank transactions,How We Built a (Mostly) Automated System to Solve Credit Card Merchant Classification,item classification,2021,https://medium.com/brexeng/how-we-built-a-mostly-automated-system-to-solve-credit-card-merchant-classification-f9108029e59b,fa-credit-card
Grammarly,Tech,Capture what readers pay attention to,ATTN: How Grammarly’s NLP/ML Team Figured Out Where Readers Focus in an Email,"NLP,product feature",2021,https://www.grammarly.com/blog/engineering/readers-attention/,fa-microchip
Doordash,Delivery and mobility,Extract information from images,How DoorDash Quickly Spins Up Multiple Image Recognition Use Cases,"CV,ops",2021,https://doordash.engineering/2021/11/03/how-doordash-quickly-spins-up-multiple-image-recognition-use-cases/,fa-truck
Apple,Tech,Identify best user experience,Interpretable Adaptive Optimization,content personalization,2021,https://machinelearning.apple.com/research/interpretable-adaptive-optimization,fa-microchip
Airbnb,"Travel,E-commerce and retail",Data privacy and security,"Automating Data Protection at Scale, Part 2",ops,2021,https://medium.com/airbnb-engineering/automating-data-protection-at-scale-part-2-c2b8d2068216,fa-home
Capital One,Fintech and banking,Identify suspicious account activity,How Machine Learning Can Help Fight Money Laundering,fraud detection,2021,https://www.capitalone.com/tech/machine-learning/how-machine-learning-can-help-fight-money-laundering/,fa-credit-card
Wayfair,E-commerce and retail,Assign color names to products,From RGB to Descriptive Color Names: Wayfair's in-house color algorithms to improve customer shopping experience.,item classification,2021,https://www.aboutwayfair.com/careers/tech-blog/from-rgb-to-descriptive-color-names-wayfairs-in-house-color-algorithms-to-improve-customer-shopping-experience,fa-shopping-cart
Capital One,Fintech and banking,Automate incident management ,"Automated detection, diagnosis & remediation of app failure",ops,2021,https://www.capitalone.com/tech/machine-learning/automated-detection-diagnosis-remediation-of-application-failure/,fa-credit-card
Pinterest,Social platforms,Detect policy-violating comments,How Pinterest powers a healthy comment ecosystem with machine learning,"NLP,spam / content moderation",2021,https://medium.com/pinterest-engineering/how-pinterest-powers-a-healthy-comment-ecosystem-with-machine-learning-9e5c3414c8ad,fa-users
Spotify,Media and streaming,"Personalize homepage content (podcasts, playlist, music)",The Rise (and Lessons Learned) of ML Models to Personalize Content on Home (Part I),recommender system,2021,https://engineering.atspotify.com/2021/11/the-rise-and-lessons-learned-of-ml-models-to-personalize-content-on-home-part-i/,fa-music
Stitch Fix,E-commerce and retail,Recommend looks,Stitching together spaces for query-based recommendations,"recommender system,product feature,CV",2021,https://multithreaded.stitchfix.com/blog/2021/08/13/stitching-together-spaces-for-query-based-recommendations/,fa-shopping-cart
Ocado ,E-commerce and retail,Forecast e-commerce grocery demand,Finding the sweet spot,demand forecasting,2021,https://careers.ocadogroup.com/blogs/careers-blogs/our-technologies/finding-the-sweet-spot,fa-shopping-cart
Walmart,E-commerce and retail,Categorize e-commerce products,Deep Learning: Product Categorization and Shelving,item classification,2021,https://medium.com/walmartglobaltech/deep-learning-product-categorization-and-shelving-630571e81e96,fa-shopping-cart
Walmart,E-commerce and retail,Recommend learning content,"Mozrt, a Deep Learning Recommendation System Empowering Walmart Store Associates with a Personalized Learning Experience",recommender system,2021,https://medium.com/walmartglobaltech/mozrt-a-deep-learning-recommendation-system-empowering-walmart-store-associates-with-a-5d42c08d88da,fa-shopping-cart
Walmart,E-commerce and retail,Identify refrigeration defrost,Predicting Defrost in Refrigeration Cases at Walmart using Fourier Transform,"ops,predictive maintenance",2021,https://medium.com/walmartglobaltech/predicting-defrost-in-refrigeration-cases-at-walmart-using-fourier-transform-e64c0c59323,fa-shopping-cart
New York Times,Media and streaming,Recommend content to read,Machine Learning and Reader Input Help Us Recommend Articles,recommender system,2021,https://open.nytimes.com/we-recommend-articles-with-a-little-help-from-our-friends-machine-learning-and-reader-input-e17e85d6cf04,fa-music
Mercado Libre,E-commerce and retail,Forecast demand for e-commerce items,Marketplace Forecasting: Sales or Demand? Why not both? Let’s find out!,demand forecasting,2021,https://medium.com/mercadolibre-tech/global-time-series-forecasting-models-for-item-level-demand-and-sales-forecasts-in-our-marketplace-aee2956957ae,fa-shopping-cart
Swiggy,Delivery and mobility,Rank food dishes in search,Using Deep Learning for Ranking in Dish Search,"recommender system,search",2021,https://bytes.swiggy.com/using-deep-learning-for-ranking-in-dish-search-4df2772dddce,fa-truck
PayPal,Fintech and banking,Recommend financial products,Cross-Selling Optimization Using Deep Learning,propensity to buy,2021,https://medium.com/paypal-tech/a-deep-learning-based-approach-to-optimizing-actions-e1ae9d1df152,fa-credit-card
Wayfair,E-commerce and retail,Automate ads placement and bidding,Evolution of Ads Bidding at Wayfair,ad ranking / targeting,2021,https://www.aboutwayfair.com/careers/tech-blog/evolution-of-ads-bidding-at-wayfair,fa-shopping-cart
Capital One,Fintech and banking,Improve cardholder experience,Improving Virtual Card Numbers with Edge Machine Learning,product feature,2021,https://www.capitalone.com/tech/machine-learning/edge-machine-learning-eno-virtual-card-numbers/,fa-credit-card
Shopify,E-commerce and retail,Categorize e-commerce products,Using Rich Image and Text Data to Categorize Products at Scale,"item classification,NLP,CV",2021,https://shopify.engineering/using-rich-image-text-data-categorize-products,fa-shopping-cart
Scribd,Media and streaming,Recommend content to read,Embedding-based Retrieval at Scribd,recommender system,2021,https://tech.scribd.com/blog/2021/embedding-based-retrieval-scribd.html,fa-music
Swiggy,Delivery and mobility,Detect fraud in online food delivery,DeFraudNet: An End-to-End Weak Supervision Framework to Detect Fraud in Online Food Delivery,fraud detection,2021,https://bytes.swiggy.com/defraudnet-an-end-to-end-weak-supervision-framework-to-detect-fraud-in-online-food-delivery-22366ddce461,fa-truck
Amazon,E-commerce and retail,Predict coordinates of delivery location,Using learning-to-rank to precisely locate where to deliver packages,ops,2021,https://www.amazon.science/blog/using-learning-to-rank-to-precisely-locate-where-to-deliver-packages,fa-shopping-cart
PayPal,Fintech and banking,Predict declined transactions,Using Machine Learning to Improve Payment Authorization Rate,"product feature,ops",2021,https://medium.com/paypal-tech/using-machine-learning-to-improve-payment-authorization-rates-bc3b2cbf4999,fa-credit-card
Stripe,Fintech and banking,Detect fraud in online payments,A primer on machine learning for fraud detection,fraud detection,2021,https://stripe.com/en-mx/guides/primer-on-machine-learning-for-fraud-protection,fa-credit-card
Slack,Tech,Predict Slack connect invites,Email Classification,product feature,2021,https://slack.engineering/email-classification/,fa-microchip
Wayfair,E-commerce and retail,Recommend furniture items,MARS: Transformer Networks for Sequential Recommendation,recommender system,2021,https://www.aboutwayfair.com/careers/tech-blog/mars-transformer-networks-for-sequential-recommendation,fa-shopping-cart
Grammarly,Tech,Detect grammatical errors,"Grammatical Error Correction: Tag, Not Rewrite","product feature,NLP,generative AI",2021,https://www.grammarly.com/blog/engineering/gec-tag-not-rewrite/,fa-microchip
Nordstrom,E-commerce and retail,Generate outfit combinations,AI-Created Outfits,"product feature,recommender system,CV",2021,https://medium.com/tech-at-nordstrom/ai-created-outfits-9529300a1af3,fa-shopping-cart
Doordash,Delivery and mobility,Deliver orders on time,Using ML and Optimization to Solve DoorDash’s Dispatch Problem,"ops,ETA prediction",2021,https://doordash.engineering/2021/08/17/using-ml-and-optimization-to-solve-doordashs-dispatch-problem/,fa-truck
Zillow,E-commerce and retail,Recommend similar homes ,Improving Recommendation Quality by Tapping into Listing Text,"recommender system,NLP",2021,https://www.zillow.com/tech/improve-quality-listing-text/,fa-shopping-cart
Lifen,Tech,Recognize PDF layout,Fast graph-based layout detection,product feature,2021,https://medium.com/lifen-engineering/fast-graph-based-layout-detection-19fc7ab11b17,fa-microchip
PayPal,Fintech and banking,Prevent repeated payment fraud,How PayPal Uses Real-time Graph Database and Graph Analysis to Fight Fraud,fraud detection,2021,https://medium.com/paypal-tech/how-paypal-uses-real-time-graph-database-and-graph-analysis-to-fight-fraud-96a2b918619a,fa-credit-card
Bumble,Social platforms,Detect rude messages,Multilingual message content moderation at scale (part 1),"spam / content moderation,NLP",2021,https://medium.com/bumble-tech/multilingual-message-content-moderation-at-scale-ddd0da1e23ed,fa-users
Spotify,Media and streaming,"Personalize homepage content (podcasts, playlist, music)",The Rise (and Lessons Learned) of ML Models to Personalize Content on Home (Part II),recommender system,2021,https://engineering.atspotify.com/2021/11/the-rise-and-lessons-learned-of-ml-models-to-personalize-content-on-home-part-ii/,fa-music
Swiggy,Delivery and mobility,Estimate travel distance,Learning to Predict Two-Wheeler Travel Distance,"ops,ETA prediction",2021,https://bytes.swiggy.com/learning-to-predict-two-wheeler-travel-distance-752d836d741d,fa-truck
Expedia,"Travel,E-commerce and retail",Personalize travel search results,Personalized Ranking Model for Lodging,search,2021,https://medium.com/expedia-group-tech/personalized-ranking-model-for-lodging-5be43ae975fe,fa-home
Scribd,Media and streaming,Classify documents,Categorizing user-uploaded documents,item classification,2021,https://tech.scribd.com/blog/2021/categorizing-user-uploaded-documents.html,fa-music
Meta,Social platforms,Personalize the newsfeed content,How machine learning powers Facebook’s News Feed ranking,content personalization,2021,https://engineering.fb.com/2021/01/26/ml-applications/news-feed-ranking/,fa-users
Google,Tech,Correct grammatical errors,"Grammar Correction as You Type, on Pixel 6","product feature,NLP,generative AI",2021,https://ai.googleblog.com/2021/10/grammar-correction-as-you-type-on-pixel.html,fa-microchip
Nubank,Fintech and banking,Predict conversions and attract new customers,Beyond prediction machines,"propensity to buy,causality",2021,https://building.nubank.com.br/beyond-prediction-machines/,fa-credit-card
Grammarly,Tech,Correct grammatical errors,Adversarial Grammatical Error Correction,"NLP,product feature,generative AI",2021,https://www.grammarly.com/blog/engineering/adversarial-grammatical-error-correction,fa-microchip
Scribd,Media and streaming,Classify user-uploaded documents,Identifying Document Types at Scribd,"CV,item classification,product feature",2021,https://tech.scribd.com/blog/2021/identifying-document-types.html,fa-music
Oda,Delivery and mobility,Predict driver's non-driving time,How we went from zero insight to predicting service time with a machine learning model — Part 1,"ETA prediction,ops",2021,https://medium.com/oda-product-tech/how-we-went-from-zero-insight-to-predicting-service-time-with-a-machine-learning-model-part-1-516b9545d02f,fa-truck
Mercado Libre,E-commerce and retail,Predict customer engagement and LTV,Causal Inference — Estimating Long-term Engagement,causality,2021,https://medium.com/mercadolibre-tech/causal-inference-estimating-long-term-engagement-fac517929073,fa-shopping-cart
Dailymotion,Media and streaming,Target contextual advertising,How Deep Learning can boost Contextual Advertising Capabilities,ad ranking / targeting,2021,https://medium.com/dailymotion/how-deep-learning-can-boost-contextual-advertising-capabilities-c9ca7c8fc4e9,fa-music
Wayfair,E-commerce and retail,Optimize digital ads,Building Scalable and Performant Marketing ML Systems at Wayfair,"propensity to buy,ad ranking / targeting",2021,https://www.aboutwayfair.com/careers/tech-blog/building-scalable-and-performant-marketing-ml-systems-at-wayfair,fa-shopping-cart
Wayfair,E-commerce and retail,Show relevant content to new customers,Share of Voice Optimization Engine,content personalization,2021,https://www.aboutwayfair.com/careers/tech-blog/share-of-voice-optimization-engine,fa-shopping-cart
Wayfair,E-commerce and retail,Optimize paid media marketing,Contextual Bandit for Marketing Treatment Optimization,ad ranking / targeting,2021,https://www.aboutwayfair.com/careers/tech-blog/contextual-bandit-for-marketing-treatment-optimization,fa-shopping-cart
Microsoft,Tech,Classify cloud workload types,How we used ML — and heuristic data labeling — to help customers with their cloud migration,ops,2021,https://medium.com/data-science-at-microsoft/how-we-used-ml-and-heuristic-data-labeling-to-help-customers-with-their-cloud-migration-d3af7ff020fc,fa-microchip
Mercado Libre,E-commerce and retail,Generate attractive push notifications,How we design our push notifications strategy so that customers interact with our product,ops,2021,https://medium.com/mercadolibre-tech/how-we-design-our-push-notifications-strategy-so-that-customers-interact-with-our-product-fda8a3c4be01,fa-shopping-cart
Digits,Fintech and banking,Extract information from banking transactions ,Training and Deploying State of the Art Transformer Models at Digits,"product feature,NLP",2021,https://digits.com/developer/posts/training-and-deploying-state-of-the-art-transformer-models-at-digits/,fa-credit-card
Github,Tech,Help users find contribution opportunities,How we built the good first issues feature,product feature,2020,https://github.blog/2020-01-22-how-we-built-good-first-issues/,fa-microchip
Linkedin,Social platforms,Serve personalized learning recommendations,"A closer look at the AI behind course recommendations on LinkedIn Learning, Part 1",recommender system,2020,https://engineering.linkedin.com/blog/2020/course-recommendations-ai-part-one,fa-users
Bumble,Social platforms,Derive information from images,Image detection as a service,"CV,product feature",2020,https://medium.com/bumble-tech/image-detection-as-a-service-9bd463f74f43,fa-users
Gojek,Delivery and mobility,Generate names for pickup points,How Gojek Uses NLP to Name Pickup Locations at Scale,"NLP,ops",2020,https://www.gojek.io/blog/nlp-cartobert,fa-truck
Mozilla,Tech,Predict the outcome of software tests,Testing Firefox more efficiently with machine learning,ops,2020,https://hacks.mozilla.org/2020/07/testing-firefox-more-efficiently-with-machine-learning/,fa-microchip
Adyen,Fintech and banking,Predict probability of transaction success,Optimizing payment conversion rates with contextual multi-armed bandits,ops,2020,https://www.adyen.com/blog/optimizing-payment-conversion-rates-with-contextual-multi-armed-bandits,fa-credit-card
Wayfair,E-commerce and retail,Detect payment fraud,Explainable Fraud Detection,fraud detection,2020,https://www.aboutwayfair.com/tech-innovation/explainable-fraud-detection,fa-shopping-cart
Lyft,Delivery and mobility,Provide location suggestions,How Lyft predicts a rider’s destination for better in-app experience,recommender system,2020,https://eng.lyft.com/how-lyft-predicts-your-destination-with-attention-791146b0a439,fa-truck
Zillow,E-commerce and retail,Generate floor plans from photos,"Zillow Floor Plan: Training Models to Detect Windows, Doors and Openings in Panoramas","CV,product feature",2020,https://www.zillow.com/tech/training-models-to-detect-windows-doors-in-panos/,fa-shopping-cart
Linkedin,Social platforms,Serve personalized learning recommendations,"A closer look at the AI behind course recommendations on LinkedIn Learning, Part 2",recommender system,2020,https://engineering.linkedin.com/blog/2020/course-recommendations-ai-part-two,fa-users
Doordash,Delivery and mobility,Optimize marketing spending,Optimizing DoorDash’s Marketing Spend with Machine Learning,ops,2020,https://doordash.engineering/2020/07/31/optimizing-marketing-spend-with-ml/,fa-truck
Etsy,E-commerce and retail,Personalize e-commerce search,Bringing Personalized Search to Etsy,search,2020,https://www.etsy.com/codeascraft/bringing-personalized-search-to-etsy/,fa-shopping-cart
Airbnb,"Travel,E-commerce and retail",Rank travel search results,Improving Deep Learning for Ranking Stays at Airbnb,search,2020,https://medium.com/airbnb-engineering/improving-deep-learning-for-ranking-stays-at-airbnb-959097638bde,fa-home
Wayfair,E-commerce and retail,Improve search experience for new customers,"Bayesian Product Ranking at Wayfair
",search,2020,https://www.aboutwayfair.com/tech-innovation/bayesian-product-ranking-at-wayfair,fa-shopping-cart
Twitter,Social platforms,Predict value of ad requests,Using machine learning to predict the value of ad requests,ad ranking / targeting,2020,https://blog.twitter.com/engineering/en_us/topics/insights/2020/using-machine-learning-to-predict-the-value-of-ad-requests,fa-users
Zynga,Gaming,Personalize push notification timing,Deep Reinforcement Learning in Production Part 2: Personalizing User Notifications,content personalization,2020,https://towardsdatascience.com/deep-reinforcement-learning-in-production-part-2-personalizing-user-notifications-812a68ce2355,fa-gamepad
Zillow,E-commerce and retail,Rank homes to buy ,Guided Search — Personalized Search Refinements to Help Customers Find their Dream Home,"search,product feature",2020,https://www.zillow.com/tech/personalized-search-refinements/ ,fa-shopping-cart
Picnic,Delivery and mobility,Predict delivery drop times,Optimal drop times using machine learning,ETA prediction,2020,https://blog.picnic.nl/the-trade-off-between-efficiency-and-being-on-time-optimizing-drop-times-using-machine-learning-d3f6fb1b0f31,fa-truck
Shopify,E-commerce and retail,Categorize e-commerce products,Categorizing Products at Scale,item classification,2020,https://shopify.engineering/categorizing-products-at-scale,fa-shopping-cart
Gojek,Delivery and mobility,Target cross-sell to existing users ,How We Built a Matchmaking Algorithm to Cross-Sell Products,"recommender system,propensity to buy",2020,https://www.gojek.io/blog/how-we-built-a-matchmaking-algorithm-to-cross-sell-products,fa-truck
PayPal,Fintech and banking,Detect payment fraud ,Multi-Domain Fraud Detection While Reducing Good User Declines,fraud detection,2020,https://medium.com/paypal-tech/multi-domain-fraud-detection-while-reducing-good-user-declines-part-i-e8bba5b07da8,fa-credit-card
OLX,E-commerce and retail,Detect stolen photos ,Fighting fraud with Triplet Loss,"fraud detection,CV,search",2020,https://tech.olx.com/fighting-fraud-with-triplet-loss-86e5f79c7a3e,fa-shopping-cart
Stripe,Fintech and banking,Detect fraud in online payments,Similarity clustering to catch fraud rings,fraud detection,2020,https://stripe.com/blog/similarity-clustering,fa-credit-card
Doordash,Delivery and mobility,Search for restaurants and dishes,Things Not Strings: Understanding Search Intent with Better Recall,search,2020,https://doordash.engineering/2020/12/15/understanding-search-intent-with-better-recall/,fa-truck
Spotify,Media and streaming,Recommend shortcuts for homepage,Reach for the Top: How Spotify Built Shortcuts in Just Six Months,"recommender system,product feature",2020,https://engineering.atspotify.com/2020/04/reach-for-the-top-how-spotify-built-shortcuts-in-just-six-months/,fa-music
Wayfair,E-commerce and retail,Recommend complementary products,The Visual Complements Model (ViCs): Complementary Product Recommendations From Visual Cues,"CV,recommender system",2020,https://www.aboutwayfair.com/tech-innovation/the-visual-complements-model-vics-complementary-product-recommendations-from-visual-cues,fa-shopping-cart
Dailymotion,Media and streaming,Automatically categorize videos ,How we used Cross-Lingual Transfer Learning to categorize our content,"item classification,NLP",2020,https://medium.com/dailymotion/how-we-used-cross-lingual-transfer-learning-to-categorize-our-content-c8e0f9c1c6c3,fa-music
Duolingo,Tech,Teaching foreign languages,How Duolingo uses AI in every part of its app,product feature,2020,https://venturebeat.com/ai/how-duolingo-uses-ai-in-every-part-of-its-app/,fa-microchip
Firefox,Tech,Automatically assign new untriaged bugs,Teaching machines to triage Firefox bugs,ops,2019,https://hacks.mozilla.org/2019/04/teaching-machines-to-triage-firefox-bugs/,fa-microchip
Dropbox,Tech,Predict files users search for,Using machine learning to predict what file you need next,"product feature,recommender system",2019,https://dropbox.tech/machine-learning/content-suggestions-machine-learning,fa-microchip
Zoominfo,Tech,Predict data accuracy,Using Machine Learning to Determine Contact Accuracy Scores,product feature,2019,https://engineering.zoominfo.com/machine-learning-accuracy-scores,fa-microchip
Airbnb,"Travel,E-commerce and retail",Recommend marketplace items,Machine Learning-Powered Search Ranking of Airbnb Experiences,search,2019,https://medium.com/airbnb-engineering/machine-learning-powered-search-ranking-of-airbnb-experiences-110b4b1a0789,fa-home
Lyft,Delivery and mobility,Predict location of traffic control elements,Detecting Stop Signs and Traffic Signals: Deep Learning at Lyft Mapping,"ops,ETA prediction",2019,https://eng.lyft.com/detecting-stop-signs-and-traffic-signals-deep-learning-at-lyft-mapping-75bac609c231,fa-truck
Gojek,Delivery and mobility,Personalize search results,The Secret Sauce Behind Search Personalisation,search,2019,https://www.gojek.io/blog/the-secret-sauce-behind-search-personalisation,fa-truck
Instacart,Delivery and mobility,Spot lost demand,Modeling the unseen,demand forecasting,2019,https://tech.instacart.com/modeling-the-unseen-6a51c9a02430,fa-truck
Apple,Tech,Identify text language,Language Identification from Very Short Strings,"NLP,product feature",2019,https://machinelearning.apple.com/research/language-identification-from-very-short-strings,fa-microchip
Stitch Fix,E-commerce and retail,Extract information from customer notes,Give Me Jeans not Shoes: How BERT Helps Us Deliver What Clients Want,"NLP,product feature,search",2019,https://multithreaded.stitchfix.com/blog/2019/07/15/give-me-jeans/,fa-shopping-cart
Lyft,Delivery and mobility,Detect errors in maps,How Lyft Creates Hyper-Accurate Maps from Open-Source Maps and Real-Time Data,"ops,ETA prediction",2019,https://eng.lyft.com/how-lyft-creates-hyper-accurate-maps-from-open-source-maps-and-real-time-data-8dcf9abdd46a,fa-truck
King,Gaming,Automate playtesting pipeline,Human-Like Playtesting with Deep Learning,ops,2019,https://medium.com/techking/human-like-playtesting-with-deep-learning-92adafffe921,fa-gamepad
Gojek,Delivery and mobility,Analyse the relevance of search results ,Is This What You Were Looking For?,search,2019,https://www.gojek.io/blog/is-this-what-you-were-looking-for,fa-truck
Lyft,Delivery and mobility,Build a marketing automation platform,Building Lyft’s Marketing Automation Platform,ad ranking / targeting,2019,https://eng.lyft.com/lyft-marketing-automation-b43b7b7537cc,fa-truck
Wayfair,E-commerce and retail,Model uplift,Modeling Uplift Directly: Uplift Decision Tree with KL Divergence and Euclidean Distance as Splitting Criteria,causality,2019,https://www.aboutwayfair.com/tech-innovation/modeling-uplift-directly-uplift-decision-tree-with-kl-divergence-and-euclidean-distance-as-splitting-criteria,fa-shopping-cart
Gojek,Delivery and mobility,Accurately forecast demand,Under the Hood of Gojek’s Automated Forecasting Tool,demand forecasting,2019,https://www.gojek.io/blog/under-the-hood-of-gojeks-automated-forecasting-tool,fa-truck
Lyft,Delivery and mobility,Predict rides and driver hours,Making cohort-based long-term forecasts at Lyft,demand forecasting,2019,https://eng.lyft.com/making-long-term-forecasts-at-lyft-fac475b3ba52,fa-truck
Lyft,Delivery and mobility,Predict fraudulent activity,Fingerprinting fraudulent behavior,fraud detection,2018,https://eng.lyft.com/fingerprinting-fraudulent-behavior-6663d0264fad,fa-truck
Netflix,Media and streaming,Improve streaming quality,Using Machine Learning to Improve Streaming Quality at Netflix,"ops,product feature",2018,https://netflixtechblog.com/using-machine-learning-to-improve-streaming-quality-at-netflix-9651263ef09f,fa-music
Lyft,Delivery and mobility,Identify user fraud,From shallow to deep learning in fraud,fraud detection,2018,https://eng.lyft.com/from-shallow-to-deep-learning-in-fraud-9dafcbcef743?gi=6e6a315e3f92,fa-truck
Instacart,E-commerce and retail,Predict grocery item availability,Predicting the real-time availability of 200 million grocery items,demand forecasting,2018,https://tech.instacart.com/predicting-real-time-availability-of-200-million-grocery-items-in-us-canada-stores-61f43a16eafe,fa-shopping-cart
Lyft,Delivery and mobility,Personalize marketing offers,Empowering personalized marketing with machine learning,"ad ranking / targeting,content personalization",2018,https://eng.lyft.com/empowering-personalized-marketing-with-machine-learning-fd36e6bdeca6,fa-truck
Pinterest,Social networks,Large-scale recommender system,PinSage: Graph Convolutional Neural Networks for Web-Scale Recommender Systems,recommender system,2018,"https://vinija.ai/recsys/papers/#pinsage-graph-convolutional-neural-networks-for-web-scale-recommender-systems

https://arxiv.org/abs/1806.01973",fa-user-friends
Instacart,E-commerce and retail,Optimize food delivery logistics,"Space, Time and Groceries","ETA prediction,ops",2017,https://tech.instacart.com/space-time-and-groceries-a315925acf3a,fa-shopping-cart
